,employer_id,employer_name,industry_id,industry_name
13190,80700,Ария ТВ,Оптоволоконная связь,Оптоволоконная связь
13191,80700,Ария ТВ,Строительство объектов телекоммуникационной отрасли,Строительство объектов телекоммуникационной отрасли
13192,80837,АкадемСофт,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13193,808389,Группа Компаний Bright,"Услуги по ведению бухгалтерского и налогового учета, расчет заработной платы","Услуги по ведению бухгалтерского и налогового учета, расчет заработной платы"
13194,808517,Интеллектуальные робот системы,Оборудование и станки для металлургии и металлообработки (производство),Оборудование и станки для металлургии и металлообработки (производство)
13195,808517,Интеллектуальные робот системы,"Оборудование и станки для добывающей, энергетической, нефтегазовой и химической отрасли  (продвижение, оптовая торговля)","Оборудование и станки для добывающей, энергетической, нефтегазовой и химической отрасли  (продвижение, оптовая торговля)"
13196,808517,Интеллектуальные робот системы,"Оборудование и станки для металлургии и металлообработки (продвижение, оптовая торговля)","Оборудование и станки для металлургии и металлообработки (продвижение, оптовая торговля)"
13197,808517,Интеллектуальные робот системы,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)"
13198,808517,Интеллектуальные робот системы,"Металлические изделия, металлоконструкции (производство)","Металлические изделия, металлоконструкции (производство)"
13199,809288,Балтбир,"Безалкогольные напитки (продвижение, оптовая торговля)","Безалкогольные напитки (продвижение, оптовая торговля)"
13200,809288,Балтбир,"Алкогольные напитки (продвижение, оптовая торговля)","Алкогольные напитки (продвижение, оптовая торговля)"
13201,80932,Здоровый Город,"Аптека, оптика","Аптека, оптика"
13202,80932,Здоровый Город,Фармацевтическая продукция (производство),Фармацевтическая продукция (производство)
13203,80932,Здоровый Город,"Фармацевтическая продукция (продвижение, оптовая торговля)","Фармацевтическая продукция (продвижение, оптовая торговля)"
13204,809491,НПФ Реом,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)"
13205,809491,НПФ Реом,"Промышленное, бытовое электрооборудование и электротехника (продвижение, оптовая торговля)","Промышленное, бытовое электрооборудование и электротехника (продвижение, оптовая торговля)"
13206,809491,НПФ Реом,"Промышленное, бытовое электрооборудование и электротехника (производство)","Промышленное, бытовое электрооборудование и электротехника (производство)"
13207,80981,Национальный исследовательский университет Высшая школа экономики,"Вуз, ссуз колледж, ПТУ","Вуз, ссуз колледж, ПТУ"
13208,80987,АЕДОН,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)"
13209,80987,АЕДОН,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)"
13210,8100,"САМСОН, ГРУППА КОМПАНИЙ","Бытовая химия, парфюмерия, косметика  (продвижение, оптовая торговля)","Бытовая химия, парфюмерия, косметика  (продвижение, оптовая торговля)"
13211,8100,"САМСОН, ГРУППА КОМПАНИЙ","Посуда, свет, товары для дома  (продвижение, оптовая торговля)","Посуда, свет, товары для дома  (продвижение, оптовая торговля)"
13212,8100,"САМСОН, ГРУППА КОМПАНИЙ","Мебель (продвижение, оптовая торговля)","Мебель (продвижение, оптовая торговля)"
13213,8100,"САМСОН, ГРУППА КОМПАНИЙ","Канцтовары, расходные материалы (продвижение, оптовая торговля)","Канцтовары, расходные материалы (продвижение, оптовая торговля)"
13214,8100,"САМСОН, ГРУППА КОМПАНИЙ","Товары для детей (продвижение, оптовая торговля)","Товары для детей (продвижение, оптовая торговля)"
13215,810277,InfiNet Wireless,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13216,810319,Аспро,Разработка программного обеспечения,Разработка программного обеспечения
13217,81077,oodji,"Одежда, обувь, аксессуары, текстиль  (продвижение, оптовая торговля)","Одежда, обувь, аксессуары, текстиль  (продвижение, оптовая торговля)"
13218,81077,oodji,"Одежда, обувь, аксессуары, текстиль (производство)","Одежда, обувь, аксессуары, текстиль (производство)"
13219,81077,oodji,"Розничная сеть (одежда, обувь, аксессуары)","Розничная сеть (одежда, обувь, аксессуары)"
13220,8112,Элекснет,"Финансово-кредитное посредничество (биржа, брокерская деятельность, выпуск и обслуживание карт, оценка рисков, обменные пункты, агентства по кредитованию, инкассация, ломбард, платежные системы)","Финансово-кредитное посредничество (биржа, брокерская деятельность, выпуск и обслуживание карт, оценка рисков, обменные пункты, агентства по кредитованию, инкассация, ломбард, платежные системы)"
13221,81154,Транс информ,Разработка программного обеспечения,Разработка программного обеспечения
13222,811771,КСК ТЕХНОЛОГИИ,Разработка программного обеспечения,Разработка программного обеспечения
13223,811771,КСК ТЕХНОЛОГИИ,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13224,811902,Группа Компаний Автоимпорт,Финансовые услуги (кэптивные банки и лизинговые компании),Финансовые услуги (кэптивные банки и лизинговые компании)
13225,811902,Группа Компаний Автоимпорт,"Техническое обслуживание, ремонт автомобилей","Техническое обслуживание, ремонт автомобилей"
13226,811902,Группа Компаний Автоимпорт,"Автозапчасти, шины (розничная торговля)","Автозапчасти, шины (розничная торговля)"
13227,811902,Группа Компаний Автоимпорт,"Автокомпоненты, запчасти, шины (продвижение, оптовая торговля)","Автокомпоненты, запчасти, шины (продвижение, оптовая торговля)"
13228,811902,Группа Компаний Автоимпорт,Розничная торговля автомобилями (дилерский центр),Розничная торговля автомобилями (дилерский центр)
13229,81192,НИПОМ,Строительство энергетическое,Строительство энергетическое
13230,81192,НИПОМ,"Промышленное, бытовое электрооборудование и электротехника (производство)","Промышленное, бытовое электрооборудование и электротехника (производство)"
13231,812027,Диджитал Лайф,Разработка программного обеспечения,Разработка программного обеспечения
13232,812040,Ramotion,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
13233,812040,Ramotion,Разработка программного обеспечения,Разработка программного обеспечения
13234,812040,Ramotion,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13235,8121,Р-Фарм,Фармацевтическая продукция (производство),Фармацевтическая продукция (производство)
13236,8121,Р-Фарм,"Фармацевтическая продукция (продвижение, оптовая торговля)","Фармацевтическая продукция (продвижение, оптовая торговля)"
13237,81214,ПартКом,"Автозапчасти, шины (розничная торговля)","Автозапчасти, шины (розничная торговля)"
13238,81214,ПартКом,"Автокомпоненты, запчасти, шины (продвижение, оптовая торговля)","Автокомпоненты, запчасти, шины (продвижение, оптовая торговля)"
13239,81214,ПартКом,"Автокомпоненты, запчасти (производство)","Автокомпоненты, запчасти (производство)"
13240,81232,НПП Полет,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)"
13241,812968,Crazy Panda,Разработка программного обеспечения,Разработка программного обеспечения
13242,813026,Scrile,Разработка программного обеспечения,Разработка программного обеспечения
13243,813458,Группа компаний АГРОЭКО,"Сельскохозяйственная продукция (продвижение, оптовая торговля)","Сельскохозяйственная продукция (продвижение, оптовая торговля)"
13244,813458,Группа компаний АГРОЭКО,"Земледелие, растениеводство, животноводство","Земледелие, растениеводство, животноводство"
13245,813463,Синтек,Разработка программного обеспечения,Разработка программного обеспечения
13246,813463,Синтек,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13247,813602,Кофакс,Разработка программного обеспечения,Разработка программного обеспечения
13248,814087,Модум-Транс,Железнодорожные перевозки,Железнодорожные перевозки
13249,814347,Корада,Консалтинговые услуги,Консалтинговые услуги
13250,814502,"Метрополис, Кондитерская фабрика",Кондитерские изделия (производство),Кондитерские изделия (производство)
13251,814502,"Метрополис, Кондитерская фабрика","Кондитерские изделия (продвижение, оптовая торговля)","Кондитерские изделия (продвижение, оптовая торговля)"
13252,815055,Электронная медицина,Разработка программного обеспечения,Разработка программного обеспечения
13253,815055,Электронная медицина,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13254,81516,Сервис Печати,"Несетевая розница, мелкий опт","Несетевая розница, мелкий опт"
13255,81516,Сервис Печати,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13256,815269,Wrike,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
13257,815269,Wrike,Разработка программного обеспечения,Разработка программного обеспечения
13258,8155,"Цезарь Сателлит, Москва","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)"
13259,8155,"Цезарь Сателлит, Москва","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)"
13260,81599,"Five9, Inc., СА",Разработка программного обеспечения,Разработка программного обеспечения
13261,816,MERLION,Интернет-магазин,Интернет-магазин
13262,816,MERLION,Разработка программного обеспечения,Разработка программного обеспечения
13263,816,MERLION,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13264,816144,ВкусВилл,Розничная сеть (продуктовая),Розничная сеть (продуктовая)
13265,81623,НБД -Банк,Банк,Банк
13266,816284,"Bright Pattern, Inc","Колл-центры, диспетчерские службы","Колл-центры, диспетчерские службы"
13267,816284,"Bright Pattern, Inc","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
13268,816284,"Bright Pattern, Inc",Разработка программного обеспечения,Разработка программного обеспечения
13269,816284,"Bright Pattern, Inc","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13270,816284,"Bright Pattern, Inc",Фиксированная связь,Фиксированная связь
13271,816969,Управление ВОЛС-ВЛ (Дочернее Общество ПАО Россети),Оптоволоконная связь,Оптоволоконная связь
13272,817660,ELKO Group,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)"
13273,817660,ELKO Group,"Промышленное, бытовое электрооборудование и электротехника (продвижение, оптовая торговля)","Промышленное, бытовое электрооборудование и электротехника (продвижение, оптовая торговля)"
13274,817660,ELKO Group,"Бытовая техника, электроника, климатическое оборудование (продвижение, оптовая торговля)","Бытовая техника, электроника, климатическое оборудование (продвижение, оптовая торговля)"
13275,817660,ELKO Group,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13276,81778,Ринет,"Производство мультимедиа, контента, редакторская деятельность","Производство мультимедиа, контента, редакторская деятельность"
13277,81778,Ринет,"Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок","Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок"
13278,81778,Ринет,Интернет-провайдер,Интернет-провайдер
13279,81778,Ринет,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
13280,81778,Ринет,Разработка программного обеспечения,Разработка программного обеспечения
13281,817892,ГБУ Самарской области Цифровой регион,Государственные организации,Государственные организации
13282,817892,ГБУ Самарской области Цифровой регион,Разработка программного обеспечения,Разработка программного обеспечения
13283,817892,ГБУ Самарской области Цифровой регион,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13284,817908,Удобные Решения,"Колл-центры, диспетчерские службы","Колл-центры, диспетчерские службы"
13285,817908,Удобные Решения,Разработка программного обеспечения,Разработка программного обеспечения
13286,817908,Удобные Решения,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13287,817991,ТВИЛ СОФТ,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
13288,817991,ТВИЛ СОФТ,Туристические компании,Туристические компании
13289,81813,"Металлимпресс, Научно-производственная фирма ,ООО","Строительство коммерческих объектов (торговые площади, офисные здания)","Строительство коммерческих объектов (торговые площади, офисные здания)"
13290,81813,"Металлимпресс, Научно-производственная фирма ,ООО",Строительство промышленное,Строительство промышленное
13291,81813,"Металлимпресс, Научно-производственная фирма ,ООО","Архитектура, проектирование","Архитектура, проектирование"
13292,81813,"Металлимпресс, Научно-производственная фирма ,ООО","Металлические изделия, металлоконструкции (производство)","Металлические изделия, металлоконструкции (производство)"
13293,818282,Skilla Бизнес-агрегатор,Тренинговые компании,Тренинговые компании
13294,818282,Skilla Бизнес-агрегатор,Бизнес-образование,Бизнес-образование
13295,818282,Skilla Бизнес-агрегатор,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
13296,818282,Skilla Бизнес-агрегатор,Разработка программного обеспечения,Разработка программного обеспечения
13297,818282,Skilla Бизнес-агрегатор,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13298,818312,Ижевский радиозавод,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)"
13299,8184,"СЛАВИЯ, АКБ",Банк,Банк
13300,818523,Костромской Мясокомбинат,Розничная сеть (продуктовая),Розничная сеть (продуктовая)
13301,818523,Костромской Мясокомбинат,Мясная продукция (производство),Мясная продукция (производство)
13302,818523,Костромской Мясокомбинат,"Мясная продукция (продвижение, оптовая торговля)","Мясная продукция (продвижение, оптовая торговля)"
13303,8188,Quantum Art,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13304,818810,Милитцер и Мюнх,"Транспортно-логистические комплексы, порты (воздушный, водный, железнодорожный)","Транспортно-логистические комплексы, порты (воздушный, водный, железнодорожный)"
13305,818958,Диалайн,Лечебно-профилактические учреждения,Лечебно-профилактические учреждения
13306,81924,Нижегородский водоканал,Управление и эксплуатация недвижимости,Управление и эксплуатация недвижимости
13307,819505,Проф-Пресс,"Посуда, свет, товары для дома  (производство)","Посуда, свет, товары для дома  (производство)"
13308,819505,Проф-Пресс,"Канцтовары, расходные материалы (продвижение, оптовая торговля)","Канцтовары, расходные материалы (продвижение, оптовая торговля)"
13309,819505,Проф-Пресс,"Товары для детей (продвижение, оптовая торговля)","Товары для детей (продвижение, оптовая торговля)"
13310,819505,Проф-Пресс,"Канцтовары, расходные материалы (производство)","Канцтовары, расходные материалы (производство)"
13311,819505,Проф-Пресс,Товары для детей (производство),Товары для детей (производство)
13312,81982,Экола,"Несетевая розница, мелкий опт","Несетевая розница, мелкий опт"
13313,81982,Экола,"Посуда, свет, товары для дома  (продвижение, оптовая торговля)","Посуда, свет, товары для дома  (продвижение, оптовая торговля)"
13314,81982,Экола,"Бытовая техника, электроника, климатическое оборудование (продвижение, оптовая торговля)","Бытовая техника, электроника, климатическое оборудование (продвижение, оптовая торговля)"
13315,81984,Национальная служба взыскания,"Управляющая, инвестиционная компания (управление активами)","Управляющая, инвестиционная компания (управление активами)"
13316,819947,ЦентрИнформ,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13317,819979,AWG,"Производство мультимедиа, контента, редакторская деятельность","Производство мультимедиа, контента, редакторская деятельность"
13318,819979,AWG,"Контроль качества, экспертиза, испытания и сертификация","Контроль качества, экспертиза, испытания и сертификация"
13319,819979,AWG,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
13320,819979,AWG,Разработка программного обеспечения,Разработка программного обеспечения
13321,819979,AWG,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13322,820459,"Серебро, Ювелирная компания","Ювелирные изделия, бижутерия  (продвижение, оптовая торговля)","Ювелирные изделия, бижутерия  (продвижение, оптовая торговля)"
13323,820514,SYNCRETIS,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13324,82142,Крестьянское хозяйство Волкова А.П.,Розничная сеть (продуктовая),Розничная сеть (продуктовая)
13325,82142,Крестьянское хозяйство Волкова А.П.,Мясная продукция (производство),Мясная продукция (производство)
13326,82142,Крестьянское хозяйство Волкова А.П.,"Мясная продукция (продвижение, оптовая торговля)","Мясная продукция (продвижение, оптовая торговля)"
13327,821748,Cool.club,"Научно-исследовательская, научная, академическая деятельность","Научно-исследовательская, научная, академическая деятельность"
13328,821748,Cool.club,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
13329,8219,Центр компьютерного обучения СПЕЦИАЛИСТ при МГТУ им. Н.Э.Баумана,Тренинговые компании,Тренинговые компании
13330,8219,Центр компьютерного обучения СПЕЦИАЛИСТ при МГТУ им. Н.Э.Баумана,"Повышение квалификации, переквалификация","Повышение квалификации, переквалификация"
13331,8219,Центр компьютерного обучения СПЕЦИАЛИСТ при МГТУ им. Н.Э.Баумана,Бизнес-образование,Бизнес-образование
13332,8219,Центр компьютерного обучения СПЕЦИАЛИСТ при МГТУ им. Н.Э.Баумана,"Обучение искусствам (рисование, пение, танцы, фото)","Обучение искусствам (рисование, пение, танцы, фото)"
13333,8219,Центр компьютерного обучения СПЕЦИАЛИСТ при МГТУ им. Н.Э.Баумана,Обучение иностранным языкам,Обучение иностранным языкам
13334,822,"Ю-Софт, Группа компаний","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13335,82200,Incrdbl Mobile Entertainment,Разработка программного обеспечения,Разработка программного обеспечения
13336,822101,Ювелирный завод Аквамарин,"Ювелирные изделия, бижутерия  (продвижение, оптовая торговля)","Ювелирные изделия, бижутерия  (продвижение, оптовая торговля)"
13337,822101,Ювелирный завод Аквамарин,"Ювелирные изделия, бижутерия  (производство)","Ювелирные изделия, бижутерия  (производство)"
13338,822237,CityAds Media,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
13339,822237,CityAds Media,Разработка программного обеспечения,Разработка программного обеспечения
13340,822237,CityAds Media,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
13341,822237,CityAds Media,"Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок","Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок"
13342,822372,"МФЦ, ГАУ НСО",Государственные организации,Государственные организации
13343,822512,МУП Водоканал,Водоснабжение и канализация,Водоснабжение и канализация
13344,82290,"Терра, Управляющая компания",Розничная сеть (DIY и товары для дома),Розничная сеть (DIY и товары для дома)
13345,82290,"Терра, Управляющая компания","Сантехника (продвижение, оптовая торговля)","Сантехника (продвижение, оптовая торговля)"
13346,82290,"Терра, Управляющая компания","Стройматериалы, сборные конструкции для ремонта и строительства (продвижение, оптовая торговля)","Стройматериалы, сборные конструкции для ремонта и строительства (продвижение, оптовая торговля)"
13347,823393,ENAZA,Интернет-провайдер,Интернет-провайдер
13348,823393,ENAZA,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
